,3.9045254916937178
8gb,4.486486486486487
8gband,4.0
8gbconsthe,5.0
8gbi,5.0
8gbit,3.0
8gig,5.0
8gigs,5.0
8hour,3.0
8hr,4.0
8mb,3.5
8month,5.0
8mp,3.3333333333333335
8seconds,4.0
8th,3.5
9,3.8095238095238093
90,4.048780487804878
900,4.266666666666667
9000,4.357142857142857
9001800,4.5
90019002100,4.0
9002100,4.0
900ma,5.0
900mhz,4.0
900mhz850,5.0
900w,1.0
903,2.3333333333333335
903903,3.0
903903as,3.0
903906,3.0
903r,5.0
903s,4.0
906,2.0
906r,4.5
90day,1.0
90db,4.0
90degrees,5.0
90k,5.0
90s,4.666666666666667
91,5.0
910,4.0
9100,4.333333333333333
911,4.75
91100,4.0
91808,4.0
92,4.5
920,5.0
9200,4.5
925,4.173228346456693
925975,4.0
925and,4.0
925s,3.6666666666666665
925when,4.0
925why,5.0
92713,5.0
928,5.0
92813the,2.0
93,4.0
9300,5.0
9302013,5.0
9309,3.0
9330,3.0
934,5.0
94,5.0
9400well,1.0
95,3.6
950,5.0
9500,3.6666666666666665
950957,5.0
950ma,4.555555555555555
950maa,4.0
950mah,3.25
950mathis,4.0
95100,5.0
95235050,5.0
95294,5.0
953,5.0
9530,4.25
955,3.0
9550,5.0
957,5.0
9650,4.8
9670,5.0
96mb,5.0
96wh,5.0
97,3.0
9700,4.833333333333333
9734,5.0
975,4.45
975if,5.0
975s,5.0
980,5.0
9802280403,4.0
9810,5.0
98686h,2.0
99,4.25
9900,3.875
9900mah,5.0
995,1.5
999,4.714285714285714
9999,3.5
99999,4.0
99not,4.0
9amboth,4.0
9dollar,2.0
9g,5.0
9h,5.0
9mm,4.5
9pm,5.0
9th,3.6666666666666665
9v,3.5
9xx,5.0
a,3.986291656818719
a00,4.0
a1,4.2
a100,5.0
a110v,4.0
a11mand,5.0
a120,4.0
a1200,5.0
a120s,4.555555555555555
a125s,4.0
a210,3.5
a2d,5.0
a2dp,4.043478260869565
a2dpadvanced,5.0
a2dpavrcp,5.0
a2dpcapable,4.0
a35,3.0
a35mm,5.0
a4,4.0
a437,5.0
a55,4.0
a630,3.857142857142857
a7,5.0
a900,4.0
a97,3.5
a990the,5.0
aa,4.5
aaa,4.136363636363637
aaas,4.0
aac,4.0
aaet180sbebstd,5.0
aah,5.0
aas,4.428571428571429
ab,5.0
abandoned,4.0
abbreviate,5.0
aberrations,5.0
abetter,5.0
abhor,2.0
abilit,5.0
abilities,4.2
abilitiescamera,3.0
abilitiesi,4.0
ability,4.213592233009709
abilitystamina,2.0
abit,3.6666666666666665
ablackberry,2.0
able,4.059790732436472
abled,4.0
abnormal,1.0
abnormalities,5.0
abnormally,4.0
aboard,5.0
abou,5.0
abound,2.0
about,4.033999150021249
about1,5.0
about25,3.0
aboutalso,3.0
abouti,4.666666666666667
aboutone,5.0
aboutreallygood,4.0
aboutthe,5.0
above,4.046153846153846
aboveall,5.0
aboveand,5.0
aboveif,2.0
abovementioned,5.0
aboveoverall,5.0
abovethe,1.0
abovewould,1.0
abrade,5.0
abrasive,1.0
abreast,5.0
abreviated,5.0
abroad,4.125
abroadhere,4.0
abroadthe,4.0
abroditproclip,4.0
abrupt,1.0
absence,4.6
absent,4.666666666666667
absolute,4.379310344827586
absolutelly,5.0
absolutely,4.214285714285714
absolutes,5.0
absolutley,4.0
absolutly,5.0
absorb,3.8333333333333335
absorbancy,5.0
absorbing,4.0
absorbs,5.0
absorption,5.0
absoultely,5.0
abstract,5.0
absurd,3.5
absurdly,5.0
abt,3.75
abundance,3.0
abuse,4.257142857142857
abused,2.75
abuseit,5.0
abuzzin,2.0
abysmal,2.6666666666666665
abyss,5.0
ac,4.277486910994765
ac4u,5.0
acadia,4.0
acc,1.0
accelerated,2.0
acceleration,1.0
accelerator,5.0
accelerometer,3.6666666666666665
accelerometerenabled,1.0
accelleration,3.0
accent,4.0
accents,5.0
accentssummarygreat,5.0
accentuate,5.0
accentuated,5.0
accept,3.6551724137931036
acceptable,4.0
acceptable2,4.0
acceptableexchanged,1.0
acceptablenote,3.0
acceptably,4.0
acceptance,2.0
accepted,3.2
accepthang,4.0
accepting,4.5
acceptional,5.0
accepts,3.8
accesories,5.0
accesory,5.0
access,4.122448979591836
accessary,4.0
accesscant,4.0
accessed,3.8333333333333335
accessedthe,4.0
accesses,1.0
accessibility,5.0
accessible,4.310344827586207
accessiblethey,5.0
accessiblewhere,5.0
accessing,3.8
accessnote,4.0
accessorie,4.0
accessories,3.8086956521739133
accessories1,5.0
accessories3,4.0
accessorieshere,5.0
accessoriesthe,4.0
accessoriesupdate,4.0
accessorized,4.0
accessory,4.178082191780822
accessory34,1.0
accessoryform,5.0
accessorynot,5.0
accessorythat,4.0
accessorythe,4.0
accident,4.16
accident2,5.0
accidental,4.222222222222222
accidentall,2.0
accidentally,4.109589041095891
accidenti,4.0
accidently,4.666666666666667
accidents,5.0
accidentthe,4.0
acclimated,3.0
acclimates,1.0
accommodate,4.214285714285714
accommodates,5.0
accommodating,4.5
accommodation,5.0
accomodate,4.666666666666667
accomodates,4.5
accompanied,4.142857142857143
accompanies,3.0
accompany,4.0
accompanying,3.6666666666666665
accomplice,3.0
accomplish,3.0
accomplished,4.5
accomplishes,4.333333333333333
accomplishing,4.5
accomplishment,5.0
accord,3.75
according,4.085714285714285
accordingly,4.75
accordinglyoh,5.0
accordion,5.0
accords,3.0
account,3.5405405405405403
account2,5.0
accounts,4.368421052631579
accountupdate,4.0
accross,3.0
accstop,1.0
acct,5.0
acctually,5.0
accufilter,5.0
accufilters,5.0
accumulate,4.5
accumulated,3.5
accumulates,4.0
accumulating,4.5
accumulation,3.0
accuracy,4.533333333333333
accuracymy,5.0
accurate,4.069767441860465
accuratecons1,4.0
accuratefrom,5.0
accuratei,5.0
accuratelike,5.0
accurately,4.0
accuratethe,3.0
accuratly,4.0
accused,5.0
accustom,3.5
accustomed,4.2
accuweather,3.5
acdc,4.5
ace,2.5
acer,5.0
ach930,5.0
ache,3.5
achieve,3.9
achieved,4.2
aching,5.0
achy,2.0
acid,3.5
acit,4.0
acknowledged,3.75
acknowledges,2.0
acknowledgesecond,2.0
acoustibuds,2.3333333333333335
acoustic,4.0
acoustics,3.5
acousticsthe,4.0
acpowered,4.666666666666667
acquaintances,4.0
acquainted,5.0
acquire,5.0
acquired,4.125
acquires,3.5
acquiring,3.0
acrobat,5.0
across,4.282608695652174
acrossthe,5.0
acrosstheboard,5.0
acs,4.0
act,3.5833333333333335
acted,2.0
acting,2.875
action,3.7222222222222223
actiona,4.0
actions,3.2
activado,2.0
activate,3.6739130434782608
activated,4.136363636363637
activatedeactivate,3.0
activates,4.5
activatethe,1.0
activating,3.5
activatingdeactivating,4.0
activation,3.3846153846153846
activations,5.0
active,4.085106382978723
activei,4.0
actively,4.285714285714286
activephysical,5.0
actives,5.0
activesync,4.333333333333333
activesyncs,4.0
activities,4.583333333333333
activitiescord,5.0
activity,3.875
activitylike,4.0
actors,5.0
actousb,5.0
acts,3.5294117647058822
actual,3.9146341463414633
actuality,5.0
actualizacioacuten,2.0
actualize,5.0
actuall,5.0
actually,3.906716417910448
actuallymy,4.0
actualuse,5.0
actualy,4.0
actuate,2.0
actuated,3.0
acura,5.0
acuras,4.0
acusb,5.0
acutally,3.0
acute,4.0
acutual,2.0
ad,3.65
ad2p,4.0
ad50,5.0
ad61,5.0
adage,5.0
adamant,4.0
adapater,5.0
adapt,3.8
adaptador,5.0
adapted,4.0
adapter,4.109227871939736
adapter5,5.0
adaptera,4.0
adapterand,4.0
adapterapple,5.0
adapterblack,5.0
adapterbut,3.0
adaptercant,5.0
adaptercharger,5.0
adaptercons,5.0
adapterdid,4.0
adapterextender,2.0
adapterfires,5.0
adapteri,4.0
adapterif,3.0
adapterin,5.0
adapterinsteadyou,5.0
adapterlisteningi,3.0
adapteron,4.0
adapterpro,5.0
adapterreceived,3.0
adapters,3.9789473684210526
adapterschargers,5.0
adaptersfrom,5.0
adapterso,4.333333333333333
adaptersthe,4.0
adapterthe,4.333333333333333
adapterthen,5.0
adapterto,3.0
adapterusb,5.0
adaptervoice,5.0
adapterwhite,1.0
adapterworks,5.0
adapting,5.0
adaptive,5.0
adaptor,4.301369863013699
adaptorby,5.0
adaptors,3.8
adapts,5.0
adar,5.0
add,4.174863387978142
added,4.387096774193548
addedbattery,4.0
addedits,4.0
addedplantronics,5.0
addict,4.0
addicted,4.2
addictedone,5.0
addiction,4.0
adding,4.026315789473684
addition,4.339285714285714
additional,4.161616161616162
additionalbut,1.0
additionally,4.095238095238095
additions,3.857142857142857
additionsalso,5.0
additonal,3.0
addon,3.8
addons,4.4
addremove,3.0
address,3.9186046511627906
addressbook,2.0
addresse,3.0
addressed,3.4285714285714284
addresses,4.0476190476190474
addressing,3.0
adds,4.116883116883117
addtional,2.0
addtl,4.0
adecent,4.0
adept,4.333333333333333
adequate,4.163934426229508
adequately,3.8181818181818183
adequete,5.0
adesso,5.0
adevicevery,3.0
adhere,3.3333333333333335
adheres,5.0
adhesion,4.5
adhesive,3.727272727272727
adhesivebacked,3.0
adhesives,2.0
adhessive,4.0
adjacent,4.0
adjoining,4.0
adjunct,4.0
adjust,4.008264462809917
adjustability,4.0
adjustable,3.7758620689655173
adjustableif,5.0
adjustableoverall,4.0
adjusted,3.68
adjustibility,4.0
adjusting,3.7058823529411766
adjustment,4.387096774193548
adjustment2,5.0
adjustmentand,5.0
adjustments,4.133333333333334
adjustout,2.0
adjusts,4.461538461538462
adjustsi,4.0
adjustthe,1.0
admin,5.0
administrators,1.0
admirable,5.0
admirably,3.8333333333333335
admire,5.0
admirer,2.0
admit,4.083333333333333
admitand,4.0
admitted,2.5
admittedly,4.1
adn,5.0
adobe,5.0
adobter,5.0
adopted,4.0
adopter,3.6
adopting,5.0
adore,5.0
adpater,4.333333333333333
adquiri,2.0
adrenaline,3.0
ads,3.6666666666666665
adult,2.0
adults,5.0
aduro,2.0
advance,3.5833333333333335
advanced,3.857142857142857
advancement,5.0
advancements,3.0
advancementsease,4.0
advances,4.25
advantage,4.0285714285714285
advantageous,5.0
advantages,4.4
advantagesthe,4.0
adventure,2.0
adventures,5.0
adventurous,5.0
adverse,5.0
advertise,2.875
advertised,3.95
advertisedforget,3.0
advertisedit,3.5
advertisednow,5.0
advertisedwhen,1.0
advertisedworks,4.0
advertisement,2.0
advertisements,5.0
advertisementthe,4.0
advertises,2.3333333333333335
advertising,3.0
advertisingthey,2.0
advertized,3.0
advertizements,4.0
adverts,3.0
advice,3.5172413793103448
advice1,4.0
adviced,4.0
advise,3.1666666666666665
advised,2.7777777777777777
advises,4.0
advocate,2.0
aero,2.0
aerobic,5.0
aeroplane,5.0
aesthetic,4.0
aesthetically,4.625
aestheticallypleasing,3.0
aesthetics,4.125
afchouston,5.0
afew,5.0
affair,3.0
affect,4.142857142857143
affected,4.777777777777778
affectfunction,4.0
affecting,2.5
affects,3.6666666666666665
affiliates,5.0
affix,4.0
affixed,4.0
afforable,5.0
afford,3.5555555555555554
affordable,4.766666666666667
affordablei,5.0
affordableproslight,5.0
affordabletry,4.0
affordablewe,5.0
affords,4.0
aflip,5.0
afordable,4.0
aforementioned,4.333333333333333
aforementionedipad,5.0
afraid,3.588235294117647
africa,4.333333333333333
after,3.5675840978593274
afterall,4.5
aftermarket,4.413793103448276
afternoon,4.4
afterthought,5.0
afterward,3.5
afterwards,3.75
afterwardsi,4.0
afterwords,5.0
afull,4.0
ag,5.0
again,3.7913561847988078
again2,5.0
again7,3.0
againa,2.0
againalso,3.0
againalthough,3.0
againas,5.0
againaugust,1.0
againcompany,1.0
againeveryone,2.0
againfrom,5.0
againi,4.0
againit,3.0
againjust,1.0
againlol,5.0
againmay,4.0
againmy,3.0
againno,2.0
againnor,2.0
againnow,4.0
againof,4.0
againoh,5.0
againpositives,3.0
againrecommended,5.0
againrichard,4.0
againseveral,1.0
against,3.607594936708861
againthe,3.0
againuntil,5.0
againwhen,2.0
age,4.357142857142857
agent,1.0
agents,1.0
ages,4.0
agesi,4.0
agesyncing,4.0
agf,3.0
agfa,5.0
aggravaated,4.0
aggravate,5.0
aggravated,2.0
aggravation,3.5
aggressive,4.0
aggressively,4.0
aggrevated,5.0
aggrevating,4.0
agian,3.0
aging,4.5
ago,4.049586776859504
agoanyway,5.0
agoi,3.0
agoif,2.0
agoit,1.0
agonized,5.0
agony,1.0
agooverallit,4.0
agoprior,3.0
agosome,5.0
agothe,5.0
agovery,3.0
agowell,4.0
agoworks,5.0
agps,3.8333333333333335
agree,3.395348837209302
agreed,3.4444444444444446
agreement,4.0
agrees,5.0
agrue,4.0
ah,4.0
ahead,4.0
ahem,5.0
ahhh,5.0
ahhs,3.0
ahold,3.0
aid,4.2727272727272725
aidecons,5.0
aides,4.0
aids,5.0
aidsound,4.0
aif,3.0
aim,4.125
aimed,4.0
aiming,5.0
aims,3.5
aint,2.8333333333333335
air,3.9444444444444446
airborne,4.5
aircard,4.25
airconditioning,2.0
aircraft,5.0
aircurve,3.0
airline,4.0
airmophie,5.0
airplane,3.375
airplanefifth,5.0
airplanes,3.3333333333333335
airplanesthe,4.0
airport,4.24
airports,4.444444444444445
airportsone,4.0
airportthe,2.0
airwave,5.0
airwavesoverall,4.0
aisle,3.0
ajabra,4.0
ajoke,1.0
aka,4.315789473684211
akin,5.0
al,3.0
alabama,5.0
alandfill,5.0
alarge,5.0
alarm,4.161290322580645
alarmed,3.0
alarmingly,4.0
alarms,4.555555555555555
alarmthe,5.0
alas,2.75
alaska,5.0
albeit,3.5555555555555554
album,3.1333333333333333
albums,5.0
alcance,5.0
alcohol,3.4285714285714284
alert,4.3125
alerted,5.0
alerting,4.0
alerts,3.6666666666666665
alertsin,5.0
alfredo,5.0
algorithms,4.0
algun,5.0
alhtough,3.0
ali,5.0
alias,5.0
alien,5.0
alienating,5.0
aliens,5.0
alighned,4.0
align,3.4166666666666665
aligned,3.5
aligning,4.2
alignment,3.6666666666666665
aligns,1.0
alike,4.4
aliketheyre,5.0
alimited,5.0
aliph,3.53125
alipha,1.0
aliphs,4.0
aliphthe,4.0
alittle,4.0
alive,4.5
aliveit,4.0
alkaline,3.3333333333333335
all,4.004242819843342
all6,4.0
allabout,2.0
allalso,3.0
allamazon,1.0
alland,4.0
allaround,4.4
allay,5.0
allbetter,5.0
allblack,5.0
allblackberry,5.0
allbottom,4.0
allbuttonslock,5.0
allbuying,4.0
allcamera,2.0
allday,4.0
alldigital,4.0
alleged,3.6666666666666665
allegedly,2.0
allen,2.0
alleven,4.0
alleviate,4.333333333333333
alleviated,2.0
alley,2.0
alleyactually,5.0
allgrantwood,5.0
alli,4.4
allif,5.0
alligator,4.0
allimportant,3.0
allinall,4.333333333333333
allit,4.0
allits,2.3333333333333335
allmatte,5.0
allmine,2.0
allmost,5.0
allmultimedia,5.0
allmy,5.0
allnight,5.0
allnote,5.0
allot,4.0
alloted,5.0
alloverall,4.0
alloverall5,5.0
allow,3.908450704225352
allowed,4.177777777777778
allowedas,5.0
allowing,4.341463414634147
allows,4.222222222222222
alloy,3.3333333333333335
allphotos,3.0
allpositive,1.0
allps,3.0
allrange,4.0
allready,5.0
allrecommended,5.0
allround,5.0
allso,3.0
alltel,4.375
alltell,5.0
allthe,5.0
allthere,5.0
allthey,2.0
allthinking,5.0
allthis,3.5
alltime,4.0
alluded,5.0
alluse,4.0
allusually,5.0
allwaste,1.0
allways,3.0
allwell,5.0
allworks,5.0
allyou,4.0
almose,5.0
almost,4.004347826086956
almostdead,5.0
almostperfect,5.0
almostperfecteri,5.0
almostthink,1.0
alone,3.9814814814814814
alone55,5.0
alonebut,4.0
aloneim,5.0
alonein,5.0
alonethats,3.0
along,4.1937984496124034
alongside,4.333333333333333
alongso,5.0
alongthis,3.5
alot,4.097560975609756
alotso,4.0
alotyou,5.0
aloud,5.0
alpha,2.0
alphabet,3.0
alphanumeric,3.0
already,3.9392857142857145
already1,4.0
already4,4.0
already5,5.0
alreadydo,2.0
alreadyexcellent,4.0
alreadyi,5.0
alreadyim,5.0
alreadyone,5.0
alreadyto,4.0
alright,3.1666666666666665
alrightdid,3.0
also,4.067692307692307
alsoalways,5.0
alsoas,5.0
alsodo,5.0
alsoif,3.0
alsoo,4.0
alsooverall,5.0
alsoso,4.0
alsothanks,5.0
alsothe,2.0
alsothese,4.0
alt,4.75
altec,3.8
altecs,4.0
alter,4.0
alterations,4.0
altered,4.666666666666667
alternate,3.3333333333333335
alternating,5.0
alternative,3.657142857142857
alternatively,3.0
alternatives,3.727272727272727
alternativesupdate,5.0
altf4,4.0
altho,2.5
althoi,5.0
although,3.88
althoughthis,3.0
altima,1.0
altitude,3.0
alto,1.0
altogether,3.5833333333333335
altogethermotorola,1.0
altogetherthe,1.0
altscrollwheel,4.0
altsthe,4.0
aluminium,1.0
aluminum,3.625
aluminumdefinitely,5.0
aluminun,4.0
alupen,4.0
alwasy,5.0
alway,5.0
always,4.0680628272251305
alwsys,5.0
am,3.995084269662921
ama,3.0
amale,5.0
amanda,5.0
amaonz,5.0
amaze,5.0
amazed,4.6571428571428575
amazegps,5.0
amazement,3.3333333333333335
amazes,3.0
amazing,4.364779874213837
amazingand,2.0
amazinghbs700and,4.0
amazingim,4.0
amazingly,4.303030303030303
amazingnow,5.0
amazingone,5.0
amazingoverall,4.0
amazingthe,5.0
amazingwhy,5.0
amazom,3.0
amazon,3.7585089141004864
amazon2,5.0
amazon4,5.0
amazon5,5.0
amazonanyway,1.0
amazonbasics,5.0
amazonbig,5.0
amazoncom,3.4782608695652173
amazoncommy,1.0
amazongood,5.0
amazonhttpwwwamazoncomgpproductb00f358avirefohdetailso00s00i00ieutf8psc1so,5.0
amazoni,3.6666666666666665
amazonif,5.0
amazonin,5.0
amazonit,5.0
amazonmuch,1.0
amazonone,1.0
amazonps,4.0
amazons,3.6129032258064515
amazonso,5.0
amazonsound,4.0
amazonthe,3.0
amazonthey,5.0
amazonwhen,5.0
amazonwhich,4.0
amazonwho,1.0
amber,4.0
ambidextrous,5.0
ambient,4.0
ambiguity,5.0
ambiguous,4.0
ambition,4.0
ambitious,5.0
ambulance,4.0
amd,3.0
amenable,4.0
amends,1.0
ameneties,4.0
amenitiesthe,5.0
america,4.666666666666667
american,3.764705882352941
americanscons,5.0
amhopeful,3.0
amicrob,3.0
amm01us,4.0
ammount,5.0
amoled,3.0
among,4.217391304347826
amongst,5.0
amount,3.910344827586207
amountfor,5.0
amounti,1.0
amountnearly,4.0
amounts,4.714285714285714
amozod,5.0
amp,3.9375
amperage,4.142857142857143
ampere,5.0
amphipod,5.0
amphungry,5.0
amping,5.0
ample,4.857142857142857
amplification,3.6666666666666665
amplification2,4.0
amplified,4.555555555555555
amplifier,4.311475409836065
amplifiers,4.333333333333333
amplifies,3.6666666666666665
amplify,3.9
amps,2.9473684210526314
ampsfits,2.0
ampshowever,1.0
ampsi,5.0
ampthis,5.0
amt,2.0
amultiple,5.0
amusing,4.5
amx,1.0
amzer,4.25
an,4.030661248614702
ana,3.5
analog,4.625
analogues,5.0
analogy,5.0
analyses,5.0
analysis,4.0
analyzer,1.0
anapc,4.0
anatomical,5.0
anatomy,4.25
ancestryits,5.0
anchor,4.75
anchored,5.0
anchorsearpiece,5.0
ancient,4.0
ancillary,2.0
and,4.034481443338292
andd,3.0
anddo,5.0
andits,4.0
andmuch,3.0
andnunderstandwhat,5.0
andoff,5.0
andor,3.760869565217391
andplantronics,5.0
andresulted,4.0
android,4.233333333333333
androidbased,5.0
androidiphone,2.0
androidiphones,2.0
androids,3.0
andstarted,3.0
andstill,5.0
andthe,5.0
andthen,1.0
andwant,4.0
andwilson,5.0
aneurism,1.0
anexternal,5.0
angeles,5.0
angels,5.0
anger,2.3333333333333335
angers,3.0
angle,4.016129032258065
angled,4.0
angleit,5.0
angles,4.0
anglescreen,5.0
angleto,4.0
angling,4.0
angriness,4.0
angry,3.0
animal,5.0
animated,3.5
animations,5.0
anime,5.0
aniottie,5.0
anipod,2.0
anitglare,5.0
anitsoudsliisthe,2.0
anker,2.0
anniversary,5.0
annotations,4.0
announce,3.4
announced,4.0
announcement,3.5
announcements,4.333333333333333
announcemnt,5.0
announces,4.0
annoy,4.0
annoyance,3.6551724137931036
annoyanceoveralli,5.0
annoyances,3.3333333333333335
annoyances1,4.0
annoyancethe,4.0
annoyed,3.076923076923077
annoying,3.5714285714285716
annoyingalso,3.0
annoyinganother,1.0
annoyinghaving,5.0
annoyingi,2.0
annoyingid,2.0
annoyingly,3.2
annoyingrims,4.0
annoyingsave,1.0
annoyingsounding,2.0
annoyingthe,3.25
annoyingyou,2.0
annoys,3.0
annoysso,2.0
annual,4.8
annually,5.0
anodized,4.666666666666667
anokia,4.0
anonymous,4.0
anoterheadset,2.0
anothe,5.0
another,3.766581632653061
anotherbuild,5.0
anotheri,1.0
anotherit,5.0
anothersuggestions,4.0
anoy,5.0
ans,5.0
ansd,5.0
answer,3.883248730964467
answer34,4.0
answerdisconnect,4.333333333333333
answered,4.5
answerend,4.230769230769231
answerhang,4.0
answerhangup,4.0
answering,4.025
answeringthe,5.0
answerpower,4.0
answers,3.8666666666666667
ant,3.8181818181818183
ante,5.0
antenae,5.0
antenna,3.9504950495049505
antennabut,4.0
antennaconcerns,5.0
antennae,4.214285714285714
antennae8217s,2.0
antennafor,5.0
antennagiven,2.0
antennarantsthe,5.0
antennas,4.0
antennasearch,5.0
antes,5.0
anther,5.0
anti,5.0
anticipate,3.1666666666666665
anticipated,4.5
anticipating,5.0
antiglare,4.666666666666667
antiquated,4.0
antique,4.0
antiques,3.0
antireflective,4.0
antislip,3.0
antispam,1.0
antisrach,5.0
antonline,4.5
ants,4.0
anxiety,5.0
anxiety34,5.0
anxiously,3.25
any,4.041912246234447
anybody,3.8125
anybut,4.0
anycom,5.0
anyhintg,3.0
anyhoo,2.0
anyhotkey,4.0
anyhow,2.0
anyhowdependability,4.0
anykindi,5.0
anylonger,2.0
anymore,3.5697674418604652
anymoreagain,5.0
anymorei,3.0
anymorepros10compactcharges,5.0
anymorethe,4.0
anymorethis,1.0
anymoreto,2.0
anyone,4.215488215488215
anyone3,1.0
anyone8217s,5.0
anyonedont,1.0
anyoneeveryone,5.0
anyonei,3.0
anyoneits,3.0
anyones,4.5
anyonestill,5.0
anyoutlets,5.0
anyoying,5.0
anyplace,5.0
anythin,5.0
anything,3.8438356164383563
anything4,5.0
anythingone,5.0
anythingsound,4.0
anytime,4.36
anytimeconssometimes,4.0
anyway,4.01980198019802
anyway6,5.0
anywayas,2.0
anywaycingular,4.0
anywayextras,4.0
anywayi,4.0
anywayif,5.0
anywayit,3.0
anywayoverall,3.0
anyways,4.095238095238095
anyways2,4.0
anywaysfitthis,4.0
anywayshonestly,5.0
anywaystill,4.0
anywaysverizon,5.0
anywaythe,4.0
anywaythen,2.0
anywaythis,4.0
anywaywith,5.0
anywhere,4.193548387096774
anywheregreat,5.0
anywhereone,5.0
anywho,4.0
aol,4.0
aotterbox,4.0
ap818bk,4.0
apain,2.0
aparatos,5.0
aparment,4.0
apart,3.3273809523809526
apartbesides,4.0
apartcons,2.0
aparti,5.0
apartit,1.0
apartjust,5.0
apartment,3.2857142857142856
apartments,3.0
apartmentwhile,4.0
apartthe,4.0
apartvery,1.0
apathy,1.0
apc,5.0
api,5.0
apiece,4.428571428571429
apis,1.0
apo,5.0
apollo,5.0
apologies,3.0
apologize,3.0
apologized,1.0
apologizing,5.0
apology,5.0
apophis,5.0
apostrophe,5.0
apowergen,4.0
app,4.150442477876106
appalachian,5.0
appanother,1.0
apparent,3.6363636363636362
apparently,3.4411764705882355
apparrently,4.0
appeal,3.875
appealing,3.6363636363636362
appear,4.022222222222222
appearance,4.064516129032258
appearancei,4.0
appearancesfive,5.0
appeared,3.8095238095238093
appearence,3.0
appearing,4.5
appears,4.035714285714286
appending,2.0
appi,4.0
appie,5.0
appky,5.0
applcations,5.0
apple,3.900763358778626
applebranded,5.0
appledont,5.0
applei,5.0
appleit,5.0
applequality,3.0
apples,4.111111111111111
appleside,4.0
applet,4.166666666666667
applethis,1.0
applewebkit,5.0
applewell,3.0
appliance,4.428571428571429
appliances,4.818181818181818
applicable,4.0
application,3.910891089108911
applicationfree,4.0
applicationi,4.0
applicationif,4.0
applicationit,5.0
applicationits,4.0
applications,4.180851063829787
applicationsedit,5.0
applicationsthe,4.333333333333333
applicationsupdates,3.0
applicationthe,5.0
applicationusing,4.0
applicatons,4.0
applicator,5.0
applicators,3.0
applictions,5.0
applied,3.793103448275862
appliedthis,4.0
applies,4.0
applink,5.0
apply,4.0
applying,4.413793103448276
applyingthe,5.0
applytip,5.0
appness,4.0
appointment,4.666666666666667
appointments,4.2
appone,5.0
appovi,5.0
appreciable,1.0
appreciably,3.0
appreciate,4.515151515151516
appreciated,3.875
appreciateit,4.0
appreciative,5.0
apprehension,5.0
apprehensive,5.0
apprently,1.0
approach,3.7
approached,3.5
approaching,4.0
appropriate,4.238095238095238
appropriateboth,4.0
appropriately,4.2
appropriatethe,4.0
approval,3.0
approve,5.0
approved,2.6
approving,2.0
approx,4.3076923076923075
approximate,5.0
approximately,4.055555555555555
apps,4.026086956521739
appsbut,5.0
appsgreat,5.0
appspandora,5.0
appsso,5.0
appsthe,5.0
appsthen,4.0
appsthis,4.0
appt,5.0
appwhich,3.0
april,4.181818181818182
aps,5.0
apt,5.0
aptly,2.0
aptx,5.0
aqua,5.0
aquarium,4.0
aquired,2.0
aquos,2.0
ara,3.0
arc,1.0
arcadia,3.0
arch,2.6666666666666665
archaic,5.0
archiving,4.0
archos,5.0
arctic,5.0
are,3.9331826174328057
are1,3.75
area,4.138613861386139
area5,5.0
areaalso,4.0
areacomfortable,3.0
areai,3.0
areaisland,5.0
arealets,2.0
areaoverall,5.0
areaprossyncs,5.0
areas,3.8369565217391304
areas3about,4.0
areasound,4.0
areaspros,5.0
areasthe,4.0
areathe,4.5
arejust,5.0
aremore,5.0
aren8217t,5.0
arena,4.666666666666667
arent,3.898989898989899
arentbutwowin,5.0
arentwho,1.0
arepros,5.0
aresidue,1.0
aresmall,4.0
aresult,3.0
argentina,3.0
argh,5.0
argue,5.0
arguing,5.0
aria,5.0
ariaam,4.0
ariait,4.0
arise,5.0
arisei,4.0
arisen,3.0
arisesalso,5.0
arizona,1.0
arkanoid,5.0
arkon,5.0
arm,3.513888888888889
arm11,4.0
arm9,4.0
armature,5.0
armband,3.9166666666666665
armbands,5.0
armbased,4.0
armin,4.0
armor,4.285714285714286
armoralld,5.0
armored,5.0
armour,5.0
armrest,4.666666666666667
arms,3.782608695652174
armthe,1.0
armthis,4.0
armwhich,3.0
army,4.0
arnette,1.0
aroma,4.0
arose,5.0
arounbd,3.0
around,4.025842696629214
around2,2.0
around3,5.0
around4,2.0
aroundat,4.0
aroundbottom,4.0
aroundfunctionally,5.0
aroundi,1.0
aroundif,3.0
aroundit,5.0
aroundof,1.0
aroundpoor,1.0
aroundso,4.0
aroundthe,4.0
aroundthebackoftheneck,5.0
aroundtheear,4.0
aroundthis,5.0
aroundto,5.0
aroundwhy,5.0
aroundworking,2.0
aroundyour,5.0
arranged,5.0
arrangement,4.25
arrangment,4.0
array,4.2
arrays,5.0
arrival,3.3076923076923075
arrivalinstallation,4.0
arrive,3.8823529411764706
arrivebut,4.0
arrived,4.159420289855072
arrives,3.625
arrives34,4.0
arriving,4.5
arround,4.0
arrow,3.5
arrows,5.0
arrrghthis,1.0
arsei,4.0
arsenal,4.5
art,3.5833333333333335
artblind,5.0
arthur,3.0
artic,5.0
artichoke,5.0
article,5.0
articles,3.0
articulate,4.0
articulated,5.0
artifact,4.0
artifacting,4.0
artifacts,4.0
artificially,3.0
artist,3.6
artistevery,3.0
artists,4.0
artisttitleetcoverall,5.0
arts,2.0
